addr1,addr2,areacode,cat1,cat2,cat3,contentid,contenttypeid,createdtime,firstimage,firstimage2,cpyrhtDivCd,mapx,mapy,mlevel,modifiedtime,sigungucode,tel,title,zipcode,lDongRegnCd,lDongSignguCd,lclsSystm1,lclsSystm2,lclsSystm3,area_name,relaAcdntRiskMtr,acmpyTypeCd,relaPosesFclty,relaFrnshPrdlst,etcAcmpyInfo,relaPurcPrdlst,acmpyPsblCpam,relaRntlPrdlst,acmpyNeedMtr,indoor_possible,outdoor_possible,homepage,opertime,data_source,province,gu_name,content_type_name
강원특별자치도 철원군 동송읍 담터길 174-1,,32,B02,B0201,B02010700,563186,32,20080523181859,http://tong.visitkorea.or.kr/cms/resource/85/2929585_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/85/2929585_image3_1.jpg,Type3,127.2044806739,38.1522372966,6,20251107101720,12,,마운틴밸리 펜션,24026,51,780,AC,AC03,AC030100,강원,,일부구역 동반가능,반려견 동반 가능 객실 6개,,"반려견 동반 시 사전 문의 부탁 드립니다. 7kg이내 소형견만 입장 가능합니다. 털 빠짐 심한 견종은 입실 불가합니다. 산책 시 리드줄 착용 필수입니다. 1객실 당 최대 2마리입니다.
* 반려견 동반 운영 정책은 현지 사정에 따라 변동 될 수 있습니다.",,7kg이내 소형견만 동반 가능,,목줄 착용,,,,,TourAPI,강원,철원군,숙박
강원특별자치도 평창군 진부면 오대천로,,32,A01,A0101,A01010900,127141,12,20031209090000,http://tong.visitkorea.or.kr/cms/resource/69/2921769_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/69/2921769_image3_1.jpg,Type3,128.5651392486,37.5372815062,6,20251120143408,15,,막동계곡,25338,51,760,NA,NA01,NA010400,강원,,일부구역 동반가능,3단 폭포,,"- 맹견의 경우, 입마개 착용 필수
- 배변봉투 지참 및 배변처리 필수",,전 견종 동반 가능,,목줄 착용,,,,,TourAPI,강원,평창군,관광지
강원특별자치도 동해시 동해대로 6270-10,(망상동),32,A01,A0101,A01011200,125713,12,20031013090000,http://tong.visitkorea.or.kr/cms/resource/40/2671440_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/40/2671440_image3_1.jpg,Type3,129.0896709728,37.5922686461,6,20251222131759,3,,망상해변,25700,51,170,NA,NA02,NA020900,강원,,일부구역 동반가능,,,"- 해수욕장 개장 기간에는 동반이 제한될 수 있음
- 맹견의 경우, 입마개 착용 필수
- 배변봉투 지참 및 배변처리 필수",,전 견종 동반 가능,,목줄 착용,,,,,TourAPI,강원,동해시,관광지
강원특별자치도 삼척시 근덕면 맹방해변로 228-239,,32,A01,A0101,A01011200,127872,12,20060510090000,http://tong.visitkorea.or.kr/cms/resource/95/2921595_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/95/2921595_image3_1.jpg,Type3,129.2320061341,37.3898030893,6,20251120143847,4,,맹방해변,25932,51,230,NA,NA02,NA020900,강원,,일부구역 동반가능,,,"- 해수욕장 개장 기간에는 동반이 제한될 수 있음
- 맹견의 경우, 입마개 착용 필수
- 배변봉투 지참 및 배변처리 필수",,전 견종 동반 가능,,목줄 착용,,,,,TourAPI,강원,삼척시,관광지
강원특별자치도 정선군 고한읍 물한리길 8,,32,A02,A0202,A02020200,580519,12,20080627201726,http://tong.visitkorea.or.kr/cms/resource/00/1827300_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/00/1827300_image3_1.jpg,Type3,128.8352025949,37.2115686650,6,20251210150548,11,,메이힐스리조트,26155,51,770,VE,VE05,VE050200,강원,,일부구역 동반가능,"사우나, GS편의점, 노래방, 당구장, 주차장(무료)","반려견 방석, 반려견 식기, 배변 패드","지정된 펫룸만 이용 가능합니다. / 광견병 접종이 완료된 반려견만 동반 가능합니다. (체크인 시 프론트에서 확인 必, 애견 수첩 또는 접종 확인서) / 객실 외에는 반려견 리드줄 착용 필수입니다.
*반려견 동반 운영 정책은 현지 사정에 따라 변동 될 수 있습니다.",,"중, 소형견 (10kg 이하)",,목줄 착용,,,,,TourAPI,강원,정선군,관광지
강원특별자치도 고성군 현내면 명파4길 47,,32,A01,A0101,A01011200,126776,12,20030710090000,http://tong.visitkorea.or.kr/cms/resource/88/2922088_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/88/2922088_image3_1.jpg,Type3,128.4053254685,38.5435697967,6,20250808182643,2,,명파해변,24701,51,820,NA,NA02,NA020900,강원,,전구역 동반가능,,,- 배변봉투 지참 및 배변처리 필수,,전 견종 동반 가능,,"목줄 착용,기타",,,,,TourAPI,강원,고성군,관광지
강원특별자치도 고성군 현내면 명파4길 47,,32,A03,A0302,A03021700,2745718,28,20210916014650,http://tong.visitkorea.or.kr/cms/resource/72/2746472_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/72/2746472_image3_1.JPG,Type3,128.4053921316,38.5434892521,6,20250902164556,2,,명파해변오토캠핑장,24701,51,820,AC,AC05,AC050200,강원,,일부구역 동반가능,"주차장, 화장실, 샤워실, 개수대",,"반려견 동반 시 사전 문의 바랍니다. / 반려견 인식표 및 리드 줄 필수입니다. / 반려견 배변 시 보호자가 배변 봉투, 물티슈 등 지참 후 즉시 처리하여야 합니다. / 반려견이 짖을 시 즉시 제제를 해주시기 바라며 여러 번의 컴플레인이 들어올 경우 환불 없이 퇴실 조치 취합니다.
*반려견 동반 운영 정책은 현지 사정에 따라 변동 될 수 있습니다.",,,,"목줄 착용,기타",,,,,TourAPI,강원,고성군,레포츠
강원특별자치도 춘천시 송암동,"641, 2층",32,A03,A0303,A03030200,1744974,28,20121031231422,http://tong.visitkorea.or.kr/cms/resource/30/3558130_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/30/3558130_image3_1.jpg,Type3,127.6863203648,37.8569556362,6,20251229134126,13,,물레길,24239,51,110,LS,LS02,LS020200,강원,,일부구역 동반가능,"전용 카페, 의암호 스카이워크",,"- 목줄, 배변 봉투 지참 필수
- 대형견의 경우 물에 빠질 위험 높음",,,,"목줄 착용,기타",,,,,TourAPI,강원,춘천시,레포츠
강원특별자치도 인제군 상남면 내린천로 1622,,32,A03,A0302,A03021700,2761850,28,20211026002446,http://tong.visitkorea.or.kr/cms/resource/58/2762258_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/58/2762258_image3_1.JPG,Type3,128.3182208828,37.8711270148,6,20250902174657,10,,미산분교 캠핑장,24666,51,810,AC,AC05,AC050100,강원,,일부구역 동반가능,"반려견 전용 개별 데크, 울타리, 반려견 운동장, 화장실, 개수대, 샤워실, 취사장(세탁실)",,"규정 인원은 반려견 포함 4인입니다. (반려견 포함 6인 초과 시 추가 예약 부탁 드립니다) / 주방 반려견 출입 금지입니다. (반려견은 야외 수도에서 씻겨주세요) / 캠핑장 내 리드줄 필수는 아니나 반려견 케어 및 관리는 견주님들의 책임입니다. / 반려견 배설물은 꼭 치워주세요. / 민박은 대형견 불가입니다. / 민박은 반려견 동반 시에 침구류를 개인이 지참하셔야 합니다.
* 반려견 동반 운영 정책은 현지 사정에 따라 변동 될 수 있습니다.",,"[사이트 별 동반 가능 반려견]
- 1~9번 : 중·소형견 사이트
- 10~16번 : 대형견 전용 사이트 (중·소형견 불가)
- 17~19번(몽골천막에 4면 가림막 사이트) : 중·소형견 전용
- 20~25번 : 중·소형견 사이트 (대형견 불가)
*마사토 사이트와 블럭 사이트는 소형견만 가능합니다.",,,,,,,TourAPI,강원,인제군,레포츠
강원특별자치도 평창군 봉평면 흥정계곡길 410,,32,B02,B0201,B02010700,3044585,32,20231118132854,http://tong.visitkorea.or.kr/cms/resource/30/3054030_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/30/3054030_image3_1.jpg,Type1,128.3311210307,37.6438730481,6,20250317133321,15,,바다내음펜션,25300,51,760,AC,AC03,AC030100,강원,의료용품 및 반려견 전문가 상주,일부구역 동반가능,대형 운동장,대변봉투 및 청결용품,,패드 및 매너밸트,반려동물 동반 가능,,"목줄 착용,매너벨트 착용",,,,,TourAPI,강원,평창군,숙박
강원특별자치도 평창군 용평면 느므골길 53,,32,A05,A0502,A05020900,2793737,39,20211214004417,http://tong.visitkorea.or.kr/cms/resource/58/2793658_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/58/2793658_image2_1.jpg,Type3,128.4278642913,37.5776353311,6,20240730222234,15,,바셀로,25315,51,760,FD,FD05,FD050100,강원,,일부구역 동반가능,넓은 잔디밭,,"반려견 동반 시 야외 테라스 이용 가능합니다.
* 반려견 동반 운영 정책은 현지 사정에 따라 변동 될 수 있습니다.",,,,,,,,,TourAPI,강원,평창군,음식점
강원특별자치도 인제군 상남면 내린천로 2355,,32,A03,A0302,A03021700,2761862,28,20211026003222,http://tong.visitkorea.or.kr/cms/resource/94/2762294_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/94/2762294_image2_1.JPG,Type3,128.2715749519,37.8763560730,6,20250903090754,10,,반디하우스캠핑장,24666,51,810,AC,AC05,AC050100,강원,,일부구역 동반가능,"반려견 개별 울타리 설치, 화장실, 개수대, 샤워실, 취사장","반려견 매너벨트, 배변패드, 반려견 식기","오실때, 가실때 모두 반려견과 함께 하셔야 합니다. / 입질이 있거나 쉽게 흥분하는 반려견, 마킹하는 애견은 견주님의 판단에 따라 목줄을 착용해주세요. / 반려견 배변은 견주가 치워주셔야 합니다. / 타 견주의 쉼을 방해 할 정도로 반려견이 심하게 짖을 때엔 제지해주세요. / 반려견들에게 먹던 음식 주시거나 아무 간식이나 주지 말아주세요. / 음식물 쓰레기는 반드시 치워주세요. 내 반려견이 먹을 수 있습니다. / 견주 동의 없이 반려견을 함부로 만지거나 안으면 안됩니다. / 서로가 매너있는 캠핑장을 만들어가는 데에 동참해 주세요. / 본 캠핑장은 반려견의 자유를 위해 목줄 제한 없음이 기본 원칙이지만, 반려견의 케어 및 관리는 견주님들의 책임이며, 타인 또는 다른 반려견에게 피해가 가지 않도록 항상 유의해주세요. / 반려견 간 문제, 또는 반려견과 타 견주 간의 문제 , 반려견의 부상 및 기타 상해 등 각종 안전사고에 대해서 본 캠핑장은 어떠한 책임도 지지 않으니, 이점 꼭 참고해주세요.
*반려견 동반 운영 정책은 현지 사정에 따라 변동 될 수 있습니다.",,,,,,,,,TourAPI,강원,인제군,레포츠
강원특별자치도 인제군 기린면 방태산길 122-6,,32,A03,A0302,A03021700,2761869,28,20211026003710,http://tong.visitkorea.or.kr/cms/resource/05/2762305_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/05/2762305_image2_1.JPG,Type3,128.3814075191,37.9393980753,6,20250903091308,10,,방태산 솔마루 오토캠핑장,24656,51,810,AC,AC05,AC050200,강원,,일부구역 동반가능,"주차장, 화장실, 샤워장, 개수대, 족구장, 산책로",,"반려견은 캠핑장에 소형견만 동반 가능합니다. 반려견 인식표 및 리드 줄, 입마개 필수입니다. 반려견 배변 시 보호자가 배변봉투, 물티슈 등 지참 후 즉시 처리하여야 합니다.- 22:00부터 다음날 8:00까지는 매너타임입니다. 다른 캠퍼들의 수면을 위해 소음을 최대한 줄여주시길 바랍니다.
* 반려견 동반 운영 정책은 현지 사정에 따라 변동 될 수 있습니다.",,소형견만 동반 가능,,"입마개 착용,목줄 착용,기타",,,,,TourAPI,강원,인제군,레포츠
강원특별자치도 강릉시 금성로13번길 3-1 (성남동),,32,A05,A0502,A05020100,3535427,39,20250911131336,,,,128.8991719800,37.7542850985,6,20250911131350,1,,배니닭강정,25543,51,150,FD,FD01,FD010100,강원,,전구역 동반가능,,,,,,,,,,,,TourAPI,강원,강릉시,음식점
강원특별자치도 태백시 동태백로 389 (철암동),철암역~영주역,32,A02,A0203,A02030400,1923400,12,20140603184314,http://tong.visitkorea.or.kr/cms/resource/93/3562993_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/93/3562993_image3_1.jpg,Type3,129.0367097758,37.1131088552,6,20251106190759,14,,백두대간협곡열차(V-트레인),26045,51,190,EX,EX07,EX070200,강원,,일부구역 동반가능,,,예방접종 증명서 필수,,케이스 포함 무게 10kg 이하이고 케이스 길이 100cm 이내 동반 가능,,이동장(켄넬)사용,,,,,TourAPI,강원,태백시,관광지
강원특별자치도 고성군 거진읍 거진리,산 105,32,A02,A0205,A02050600,2782901,12,20211129233408,,,,128.4669255768,38.4497569582,6,20251023143000,2,,백섬해상전망대,24715,51,820,VE,VE01,VE010200,강원,,전구역 동반가능,,,"- 맹견의 경우, 입마개 착용 필수
- 배변봉투 지참 및 배변처리 필수",,전 견종 동반 가능,,목줄 착용,,,,,TourAPI,강원,고성군,관광지
강원특별자치도 영월군 연당리 1023,,32,A02,A0202,A02020700,3111839,12,20240326201327,,,,128.4063306679,37.1861106486,6,20240930091818,8,,별빛 반려견놀이터,26216,51,750,VE,VE03,VE030500,강원,없음,일부구역 동반가능,"펜스, 안전문, 산책로",없음,대형견 가능 (25kg이상),없음,,없음,목줄 착용,,,,,TourAPI,강원,영월군,관광지
강원특별자치도 정선군 정선읍 병방치길 225,,32,A02,A0205,A02050600,1842210,12,20130904203618,http://tong.visitkorea.or.kr/cms/resource/97/1690997_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/97/1690997_image3_1.jpg,Type3,128.6354715236,37.3623780337,6,20251210132352,11,,병방치 스카이워크,26134,51,770,VE,VE01,VE010200,강원,,일부구역 동반가능,,,"- 맹견의 경우, 입마개 착용 필수
- 배변봉투 지참 및 배변처리 필수",,전 견종 동반 가능,,"반려동물 유모차 탑승,이동장(켄넬)사용",,,,,TourAPI,강원,정선군,관광지
강원특별자치도 양양군 손양면 선사유적로 240-29,,32,B02,B0201,B02010700,138900,32,20060830090000,http://tong.visitkorea.or.kr/cms/resource/31/2920131_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/31/2920131_image3_1.jpg,Type3,128.6864124691,38.0535323784,6,20250922154044,7,,보노펜션,25042,51,830,AC,AC03,AC030100,강원,부주의로 인한 사고 발생 시 견주 책임입니다.,일부구역 동반가능,"반려견 운동장, 개별 바베큐장, 선상 바다 낚시","반려견 식기, 반려견 배변 패드, 상비약","반려견 동반 가능하나 사전 문의 필요합니다. / 소형견(5kg미만) 1마리만 동반 가능합니다. / 5kg 이상 중,대형견은 입실 제한됩니다. / 닥스훈트, 불독, 웰시코기 등 은 입실 불가합니다. / 배변패드, 반려견 식기는 제공되며, 이외 기타 용품은 직접 가지고 오셔야 합니다. / 체크인 시 반려 동물 확인 필수, 산책 시 리드줄 착용 필수 및 관리 필수입니다. / 반려동물에 의한 침구류 세탁이 필요한 경우 세탁 비용이 청구 될 수 있습니다. 
*반려견 동반 운영 정책은 현지 사정에 따라 변동 될 수 있습니다.",,,,목줄 착용,,,,,TourAPI,강원,양양군,숙박
강원특별자치도 양양군 강현면 복골길201번길 58,,32,B02,B0201,B02010700,979536,32,20100318230850,,,,128.5654068117,38.1416308966,6,20251114103454,7,,복골온천펜션,25005,51,830,AC,AC03,AC030100,강원,,일부구역 동반가능,반려동물 동반 가능 온천탕,,배변봉투 지참 및 배변처리 필수,,10kg 이하 동반 가능,,,,,,,TourAPI,강원,양양군,숙박
강원특별자치도 동해시 봉정1길 19-7,,32,A02,A0203,A02030100,2711047,12,20210325020200,http://tong.visitkorea.or.kr/cms/resource/74/2741974_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/74/2741974_image3_1.jpg,Type3,129.1244743033,37.4731441701,6,20250626113045,3,,봉정연꽃마을,25821,51,170,VE,VE04,VE040200,강원,,전구역 동반가능,,,,,,,,,,,,TourAPI,강원,동해시,관광지
강원특별자치도 평창군 봉평면 흥정계곡길 313-3,,32,A03,A0302,A03021700,2752049,28,20210930234410,http://tong.visitkorea.or.kr/cms/resource/95/2763195_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/95/2763195_image3_1.jpg,Type3,128.3388260758,37.6377072416,6,20250902170240,15,,북극곰 야영장,25300,51,760,AC,AC05,AC050100,강원,,일부구역 동반가능,"개수대 및 화장실 완비, 자연림 그늘막, 개별 샤워실, 매점",,"반려견 동반 가능하며, 예약 시 미리 메모 부탁 드립니다. 소형견 2마리, 대형견 1마리까지 무료입니다. 배치도를 확인하시고 지정 자리를 원하시는 경우 예약 시 메모 남겨주세요.- 지정 자리 메모 없을 시 관리자 지정 사이트로 안내해드립니다. 무통장입금 선택 후 12시간 내에 입금해주셔야 예약 확정됩니다. 전화 문의 가능 시간은 오후 1시부터 오후 9시까지 입니다. 매너 타임은 밤 11시 이후부터 오전 8시까지 입니다. 전기 이용료는 사이트 요금에 포함되어있습니다. 전기 단자가 설치되어 있으나 릴선 및 멀티탭은 꼭 가져오셔야 됩니다. 24시간 샤워실 온수사용가능합니다. 매점 운영 중입니다.(간단한 간식 및 숯, 장작, 고기잡이용품 등 판매) 사이트 별 기준 이용 인원 초과 시 1인 당 10,000원입니다.(현장 결제) 예약자와 입금자가 다를 경우 꼭 전화 부탁 드립니다. 자연 재해로 인한 예약 취소 및 환불은 기상 특보가 있을 시 전액 환불되며, 이 외는 환불 규정에 따라 처리됩니다.
* 반려견 동반 운영 정책은 현지 사정에 따라 변동 될 수 있습니다.",,,,,,,,,TourAPI,강원,평창군,레포츠
강원특별자치도 화천군 화천읍 강변로 2-54,,32,A01,A0101,A01011300,128101,12,20040325090000,http://tong.visitkorea.or.kr/cms/resource/41/3484941_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/41/3484941_image3_1.JPG,Type3,127.6970121290,38.1007385507,6,20250402100721,17,,붕어섬&황톳길,24131,51,790,NA,NA02,NA020500,강원,,일부구역 동반가능,,,"- 맹견의 경우, 입마개 착용 필수
- 배변봉투 지참 및 배변처리 필수",,전 견종 동반 가능,,"입마개 착용,목줄 착용,기타",,,,,TourAPI,강원,화천군,관광지
강원특별자치도 원주시 호저면 칠봉로 109-127,,32,A05,A0502,A05020900,2665662,39,20200729224554,http://tong.visitkorea.or.kr/cms/resource/15/2665615_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/15/2665615_image3_1.jpg,Type3,127.9145018054,37.4066870985,6,20250714151831,9,,사니다카페,26303,51,130,FD,FD05,FD050100,강원,,일부구역 동반가능,"넓은 잔디밭, 산책로, 야외 테라스",,"사니다카페는 반려동물 동반 가능한 카페로 야외 공간만 이용 가능합니다. 반려견은 카페 실내 공간 및 레스토랑 실내 출입 어려운 점 양해 부탁드립니다. 이용 시 리드줄을 반드시 착용해주셔야 하며, 배변을 깨끗이 처리해 주셔야 합니다. 사니다카페는 애견 카페가 아닌 애견 동반 카페로 모두에게 안전하고 쾌적한 환경을 위해 에티켓을 지켜주시길 바랍니다.
*반려견 동반 운영 정책은 현지 사정에 따라 변동 될 수 있습니다.",,,,목줄 착용,,,,,TourAPI,강원,원주시,음식점
강원특별자치도 강릉시 사천면 진리해변길 68-23,,32,A01,A0101,A01011400,2773046,12,20211111022537,http://tong.visitkorea.or.kr/cms/resource/94/2921894_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/94/2921894_image3_1.jpg,Type3,128.8782046462,37.8368418022,6,20251120144915,1,,사천진항,25435,51,150,NA,NA02,NA020700,강원,,일부구역 동반가능,,,"맹견의 경우, 입마개 착용 필수
배변봉투 지참 및 배변처리 필수",,전 견종 동반 가능,,목줄 착용,,,,,TourAPI,강원,강릉시,관광지
강원특별자치도 강릉시 강동면 산성우리길 12-5,,32,B02,B0201,B02010700,3539443,32,20250917133557,,,,129.0243769535,37.6783268789,6,20250917133630,1,,산성펜션텔,25630,51,150,AC,AC03,AC030100,강원,,일부구역 동반가능,,,,,,,,,,,,TourAPI,강원,강릉시,숙박
강원특별자치도 영월군 무릉도원면 백년계곡길 142,,32,A03,A0302,A03021700,2734012,28,20210817222506,http://tong.visitkorea.or.kr/cms/resource/19/2734119_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/19/2734119_image2_1.JPG,Type3,128.2717787855,37.3771444237,6,20250902161352,8,,산여울캠프장,26201,51,750,AC,AC05,AC050100,강원,,일부구역 동반가능,- 개별 바비큐- 바비큐- 샤워실- 캠핑장- 개별 테라스- 매점,,"- 객실 당 5kg미만 소형견 2마리 동반 가능합니다.
- 반려견 동반 가능 객실만 동반 가능합니다.
* 반려견 동반 운영 정책은 현지 사정에 따라 변동 될 수 있습니다.",,,,,,,,,TourAPI,강원,영월군,레포츠
강원특별자치도 삼척시 근덕면 삼척로 3916-112,,32,A02,A0203,A02030100,1993698,12,20150401011701,http://tong.visitkorea.or.kr/cms/resource/53/3039153_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/53/3039153_image3_1.jpg,Type3,129.2118103797,37.4007736537,6,20251215174648,4,,삼척 맹방유채꽃 마을,25932,51,230,EX,EX03,EX030100,강원,,전구역 동반가능,,,"- 맹견의 경우, 입마개 착용 필수
- 배변봉투 지참 및 배변처리 필수",,전 견종 동반 가능,,목줄 착용,,,,,TourAPI,강원,삼척시,관광지
강원특별자치도 삼척시 근덕면 공양왕길 2,,32,A03,A0305,A03050100,1945438,28,20140830023848,http://tong.visitkorea.or.kr/cms/resource/04/3039104_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/04/3039104_image3_1.jpg,Type1,129.2663939824,37.3236974745,6,20251105154829,4,,삼척 해양레일바이크,25937,51,230,LS,LS04,LS040100,강원,,일부구역 동반가능,,,"- 이동장이 클경우 놓을 공간 협소
- 2인승이상 자리의 한자리를 차지할수 있음
- 배변봉투 지참 및 배변처리 필수",,전 견종 1마리 동반 가능(이동장 이용 필수),,이동장(켄넬)사용,,,,,TourAPI,강원,삼척시,레포츠
강원특별자치도 삼척시 미로면 동안로 540,,32,A01,A0101,A01010700,2776835,12,20211122181101,http://tong.visitkorea.or.kr/cms/resource/43/2776843_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/43/2776843_image3_1.JPG,Type3,129.0707077890,37.4441270181,6,20250724093026,4,,삼척미로정원,25903,51,230,NA,NA04,NA040700,강원,,일부구역 동반가능,,,"- 실내는 동반 불가
- 맹견의 경우, 입마개 착용 필수
- 배변봉투 지참 및 배변처리 필수",,전 견종 동반 가능,,"목줄 착용,기타",,,,,TourAPI,강원,삼척시,관광지
강원특별자치도 정선군 정선읍 봉양3길 22-8,,32,B02,B0201,B02011600,1972030,32,20141210023329,http://tong.visitkorea.or.kr/cms/resource/22/2629122_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/22/2629122_image3_1.jpg,Type3,128.6606826368,37.3794293286,,20250626102456,11,,상유재,26131,51,770,AC,AC03,AC030200,강원,,전구역 동반가능,,,,,맹인 안내견,,,,,,,TourAPI,강원,정선군,숙박
강원특별자치도 평창군 봉평면 석이바우길 71-20,,32,B02,B0201,B02010700,138661,32,20050713090000,http://tong.visitkorea.or.kr/cms/resource/96/2929696_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/96/2929696_image3_1.jpg,Type3,128.3490214575,37.5758479263,6,20251107102243,15,,샬레리조트,25309,51,760,AC,AC03,AC030100,강원,,일부구역 동반가능,"수영장, 계곡, 하늘정원 카페, 공연장, 바베큐장, 카페, 세미나실, 매점, 캠프파이어, 족구장, 산책로, 주차장","TV, 침대, 식탁, 에어컨, 냉장고, 드라이기, 취사도구, 전기밥솥, 전자레인지, 인터넷, 객실샤워실","- 4kg이하 소형견 최대 2마리 동반 가능합니다. 
- 반려견 전용 객실을 별도로 운영하고 있습니다. 
- 애견가능객실 : 커플원룸, 패밀리디럭스룸, 단체룸 (예약 시 반드시 반려견 동반이라고 메모 남겨주시기 바랍니다.)
* 반려견 동반 운영정책은 현지 사정에 따라 변동될 수 있습니다.",,4kg이하 소형견 최대 2마리 동반 가능,,,,,,,TourAPI,강원,평창군,숙박
강원특별자치도 양양군 현북면 하조대해안길 119,,32,A03,A0303,A03030100,2501905,28,20170731192929,http://tong.visitkorea.or.kr/cms/resource/90/2745190_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/90/2745190_image3_1.jpg,Type3,128.7173076869,38.0280442733,6,20251216163318,7,,서피비치,25046,51,830,LS,LS02,LS020100,강원,,일부구역 동반가능,,,배변봉투 지참 및 배변처리 필수,,맹견 제외 전 견종 동반 가능,,목줄 착용,,,,,TourAPI,강원,양양군,레포츠
